id	emotion
2373_0109_A_1304	0.0639398917555809,0.0016978802159428596,0.01754128187894821,0.22840744256973267,0.20664840936660767,0.9224776029586792
2373_0109_A_1297	2.0428524017333984,0.14658187329769135,0.09489020705223083,0.12388257682323456,0.0916602611541748,0.5173070430755615
2373_0109_A_1296	0.36126625537872314,0.07333443313837051,0.03534936159849167,0.020595233887434006,0.1567544937133789,0.8954704999923706
2373_0109_A_1306	0.03576620668172836,0.008248885162174702,0.026998775079846382,2.095468044281006,0.10367287695407867,0.439241498708725
2373_0109_A_1309	0.21408599615097046,0.034629322588443756,0.011387104168534279,0.0336763933300972,0.08707922697067261,2.790787696838379
2373_0109_A_1311	0.12506519258022308,0.30855876207351685,0.024675946682691574,0.022720443084836006,0.023049337789416313,0.3024004101753235
2373_0109_A_1310	0.003196877893060446,0.00427832780405879,0.011588789522647858,0.6487190127372742,0.03735080733895302,0.22425606846809387
2373_0109_A_1316	0.6299600601196289,0.033041536808013916,0.019355740398168564,0.016590602695941925,0.057237863540649414,1.9520297050476074
2373_0109_A_1314	0.035015009343624115,0.02654893696308136,0.012896370142698288,0.34834522008895874,0.08904269337654114,0.06735747307538986
2373_0109_A_1315	0.4068777859210968,0.015918370336294174,0.013939343392848969,0.006439158692955971,0.058096230030059814,1.500434160232544
2373_0110_A_1324	0.02807774767279625,0.10047602653503418,0.02247672528028488,0.05065639317035675,0.03663431853055954,0.18110954761505127
2373_0109_A_1320	2.41575288772583,0.2110045999288559,0.024306606501340866,0.005653100088238716,0.04878540337085724,0.44797343015670776
2373_0110_A_1322	0.025145307183265686,0.017585957422852516,0.0025986656546592712,0.012938184663653374,0.00965045765042305,0.0354309119284153
2373_0110_A_1325	0.06497408449649811,0.00896577537059784,0.03146262839436531,0.5671376585960388,0.023833535611629486,0.13019713759422302
2373_0110_A_1328	0.0315791517496109,0.009149434976279736,0.1917785257101059,0.10342814028263092,0.31962499022483826,0.48198339343070984
2373_0110_A_1330	0.008567932061851025,0.02481372468173504,0.024600431323051453,0.09364822506904602,0.06679272651672363,0.5391876101493835
2373_0110_A_1327	0.035657480359077454,0.01205759309232235,0.0048288097605109215,1.8985300064086914,0.023846900090575218,0.09140443056821823
2373_0110_A_1334	0.028050586581230164,0.028917327523231506,0.05018250644207001,0.0956323966383934,0.05786867439746857,0.1788606345653534
2373_0110_A_1335	0.009915189817547798,0.017631977796554565,0.025127016007900238,0.155755877494812,0.02107510343194008,0.10700804740190506
2373_0110_A_1337	0.0564727783203125,0.024470746517181396,0.07517915219068527,0.15797027945518494,0.18540558218955994,0.900688886642456
2373_0111_A_1338	0.012570776045322418,0.00443049892783165,0.006092230789363384,0.010334141552448273,0.02452726662158966,0.1817559003829956
2373_0111_A_1340	0.043805886059999466,0.09301330894231796,0.012549860402941704,0.08911852538585663,0.03687272220849991,0.10111251473426819
2373_0111_A_1342	0.040001314133405685,0.025088928639888763,0.009103966876864433,0.29713040590286255,0.025696266442537308,0.1858951896429062
2373_0112_A_1345	0.1443205326795578,0.45552322268486023,0.009214192628860474,0.016699541360139847,0.034042347222566605,0.28160446882247925
2373_0112_A_1346	0.14638067781925201,0.37485629320144653,0.008193563669919968,0.011797875165939331,0.02339039370417595,0.3032229244709015
2373_0113_A_1348	0.005842484068125486,0.0032437117770314217,0.010150915011763573,0.022153787314891815,0.023962078616023064,0.026728149503469467
2373_0113_A_1349	0.07359299808740616,0.128920778632164,0.041817039251327515,0.018835339695215225,0.07010751217603683,0.016801461577415466
2373_0109_A_1307	0.02101474069058895,0.01654854230582714,0.045068517327308655,2.014017105102539,0.26169753074645996,0.277275025844574
2373_0109_A_1308	0.01629740744829178,0.005229379050433636,0.07468166947364807,0.3883197605609894,1.0475833415985107,0.14072686433792114
2373_0109_A_1318	0.013296762481331825,0.004894241690635681,0.010865706019103527,0.4579949676990509,0.030616555362939835,0.21072974801063538
2373_0109_A_1313	0.058285508304834366,0.017311807721853256,0.017283465713262558,0.20010249316692352,0.11657112836837769,0.1145356148481369
2373_0109_A_1319	0.010212174616754055,0.005922370590269566,0.00913449376821518,0.852898120880127,0.021878071129322052,0.1925230175256729
2373_0110_A_1323	0.018530400469899178,0.10738082975149155,0.01799124851822853,0.01872575655579567,0.002479886868968606,0.03993871062994003
2373_0110_A_1321	0.007939851842820644,0.009749945253133774,0.022965654730796814,0.005228249356150627,0.08228952437639236,0.031258273869752884
2373_0110_A_1326	0.2561967670917511,0.07711739093065262,0.00811662245541811,0.02181704342365265,0.03613933548331261,0.30146360397338867
2373_0110_A_1329	0.06848440319299698,0.007970917969942093,0.014785585924983025,1.8515467643737793,0.24998322129249573,0.5503194332122803
2373_0110_A_1331	0.046342093497514725,0.02403932623565197,0.01340519730001688,0.47473591566085815,0.009764470160007477,0.6325471997261047
2373_0110_A_1332	0.20527902245521545,0.03822223097085953,0.01184573583304882,0.03014395572245121,0.14997977018356323,0.9755421280860901
2373_0110_A_1333	0.046163491904735565,0.01617269776761532,0.045238617807626724,0.9507266879081726,0.01415967009961605,0.17739427089691162
2373_0110_A_1336	0.006274282932281494,0.022856414318084717,0.2378421425819397,0.2996094822883606,0.035050325095653534,0.0638735294342041
2373_0112_A_1344	0.09494628757238388,0.04321078583598137,0.01008605770766735,0.0031398525461554527,0.008650100789964199,0.05893341451883316
2373_0112_A_1347	0.01168796420097351,0.008649561554193497,0.1755850464105606,0.011075864546000957,0.314094603061676,0.07047881931066513
2373_0114_A_1350	0.017773784697055817,0.01933952420949936,0.005999681074172258,0.004225613083690405,0.005133733619004488,0.039103150367736816
2373_0114_A_1351	0.027700357139110565,0.02341303601861,0.003588639898225665,0.00644996203482151,0.005168301984667778,0.02698117308318615
2373_0114_A_1353	0.016773376613855362,0.008741525001823902,0.015562588348984718,0.054229073226451874,0.04017966240644455,0.08330617100000381
2373_0114_A_1355	0.2999700605869293,0.14106374979019165,0.002687054220587015,0.09949131309986115,0.031005796045064926,0.28111493587493896
2373_0114_A_1357	0.04904027283191681,0.774110734462738,0.018995376303792,0.023523688316345215,0.005664193071424961,0.07447700202465057
2373_0114_A_1363	0.19130423665046692,0.011904794722795486,0.007845195941627026,0.22696731984615326,0.029546335339546204,1.5958471298217773
2373_0114_A_1365	0.017639465630054474,0.013673440553247929,0.08116903156042099,0.2699533700942993,0.04592464491724968,0.12651073932647705
2373_0114_A_1367	0.017164956778287888,0.03761265054345131,0.01574055664241314,0.6705898642539978,0.050099849700927734,0.16281063854694366
2373_0114_A_1369	0.034991852939128876,0.028442222625017166,0.029692579060792923,0.02141030691564083,0.013812651857733727,0.28350746631622314
2373_0116_A_1372	0.008934004232287407,0.00360052939504385,0.05313873291015625,0.03712289780378342,0.4572952389717102,0.12015090882778168
2373_0116_A_1371	0.012105387635529041,0.0024642562493681908,0.013708969578146935,0.14605574309825897,0.024962440133094788,0.5931448936462402
2373_0116_A_1373	0.01315364520996809,0.0029635452665388584,0.020850008353590965,0.009655050002038479,0.10838425159454346,0.037831537425518036
2373_0116_A_1374	0.009056280367076397,0.004222986288368702,0.025601819157600403,0.012287929654121399,0.04432082921266556,0.04525372385978699
2373_0116_A_1376	0.0317097008228302,0.005849434062838554,0.03590290620923042,0.030107609927654266,0.01902749203145504,0.22952395677566528
2373_0116_A_1375	0.015487082302570343,0.003498580539599061,0.027171917259693146,0.01691572740674019,0.041371770203113556,0.14671562612056732
2373_0116_A_1377	0.020709622651338577,0.007197820581495762,0.010402314364910126,0.18219703435897827,0.03753911703824997,0.29019293189048767
2373_0117_A_1383	0.0072247968055307865,0.03172535449266434,0.00907924771308899,0.007018594071269035,0.02505151554942131,0.01155761070549488
2373_0117_A_1385	0.04821643978357315,0.028305044397711754,0.12127305567264557,2.306628942489624,0.17829017341136932,0.6069022417068481
2373_0117_A_1386	0.006034787278622389,0.009729581885039806,0.030795369297266006,0.03268137201666832,0.03744116425514221,0.4081912040710449
2373_0117_A_1384	0.0031974061857908964,0.019106194376945496,0.007674220483750105,0.00602246867492795,0.02520456165075302,0.006990443915128708
2373_0117_A_1390	0.014058338478207588,0.011975832283496857,0.010426047258079052,0.5241574645042419,0.041179098188877106,0.41378769278526306
2373_0118_A_1391	0.009572247043251991,0.010584629140794277,0.0038729910738766193,0.00824381411075592,0.014946009032428265,0.016114355996251106
2373_0118_A_1395	0.020161878317594528,0.012195889838039875,0.04294515773653984,0.06491577625274658,0.10235325992107391,0.0583377480506897
2373_0118_A_1394	0.08118372410535812,0.07795416563749313,0.012188073247671127,0.008084540255367756,0.01639135181903839,0.01828574389219284
2373_0114_A_1352	0.008299226872622967,0.032271914184093475,0.20761358737945557,0.11565081775188446,0.08196032047271729,0.05249737948179245
2373_0114_A_1354	0.02884712442755699,0.0256170853972435,0.0038774367421865463,0.312991738319397,0.05305842310190201,0.1483788937330246
2373_0114_A_1358	0.4959348142147064,0.05998064577579498,0.006035812199115753,0.013978082686662674,0.058425113558769226,0.278792142868042
2373_0114_A_1359	0.01313631609082222,0.002458666916936636,0.011657027527689934,0.015498802065849304,0.048591792583465576,0.09648466855287552
2373_0114_A_1360	0.09609390795230865,0.04115511476993561,0.020000699907541275,0.04820621758699417,0.028575565665960312,0.43637198209762573
2373_0114_A_1361	0.009559616446495056,0.004290645942091942,0.037173233926296234,0.08451250195503235,0.04341123253107071,0.084307961165905
2373_0114_A_1364	0.006755956448614597,0.005931156687438488,0.039314236491918564,0.032805465161800385,0.030228009447455406,0.05666763335466385
2373_0114_A_1362	0.00743165984749794,0.006140603683888912,0.04932768642902374,0.29323574900627136,0.05262882262468338,0.07374627143144608
2373_0114_A_1366	0.015384098514914513,0.007147166877985001,0.04535725712776184,0.05604255944490433,0.054787859320640564,0.07073245942592621
2373_0114_A_1368	0.11414694786071777,1.0843946933746338,0.006055254489183426,0.009861346334218979,0.009557143785059452,0.22488731145858765
2373_0115_A_1370	0.005891861394047737,0.0039450787007808685,0.027477718889713287,0.08235304057598114,0.2138645052909851,0.3833365738391876
2373_0116_A_1379	0.024216514080762863,0.016337569802999496,0.048567838966846466,0.024921182543039322,0.03194553777575493,0.6201982498168945
2373_0116_A_1378	0.09802313148975372,0.024405065923929214,0.030762597918510437,0.011444596573710442,0.026242291554808617,1.9226562976837158
2373_0116_A_1380	0.02780315838754177,0.011159992776811123,0.02536490559577942,0.013855009339749813,0.02346297726035118,0.25730863213539124
2373_0116_A_1381	0.009309506043791771,0.01378951407968998,0.29315900802612305,0.08157762140035629,0.2068530023097992,0.9442786574363708
2373_0117_A_1387	0.08067965507507324,0.10838492214679718,0.007985714823007584,0.42931419610977173,0.03197111934423447,0.5639965534210205
2373_0117_A_1389	0.1188003420829773,0.13629812002182007,0.013983966782689095,0.2662375271320343,0.03234262391924858,0.1828395426273346
2373_0118_A_1392	0.009411219507455826,0.006585639901459217,0.003995234612375498,0.004662135615944862,0.01623479835689068,0.010389267466962337
2373_0118_A_1396	0.008683787658810616,0.010378007777035236,0.021390415728092194,0.016669191420078278,0.050972796976566315,0.01837979257106781
2373_0118_A_1393	0.006708524189889431,0.005648879799991846,0.0033889340702444315,0.008447859436273575,0.014408320188522339,0.015623928979039192
2373_0118_A_1398	0.004867346026003361,0.005097164306789637,0.03540370985865593,1.0155709981918335,0.10032883286476135,0.08837945014238358
2373_0118_A_1397	0.017307886853814125,0.004159227479249239,0.03760732337832451,0.06713761389255524,0.1022152304649353,0.12909352779388428
2373_0118_A_1399	0.010700147598981857,0.07778684794902802,0.2850078344345093,0.0838976800441742,0.045436613261699677,0.13826315104961395
2373_0118_A_1403	0.026052869856357574,0.06668786704540253,0.016045939177274704,0.1768338680267334,0.03384503722190857,0.09055795520544052
2373_0118_A_1402	0.03253256157040596,0.008611796423792839,0.011457003653049469,0.2333086133003235,0.02752627618610859,0.6370015144348145
2373_0118_A_1404	0.004651252180337906,0.12396760284900665,0.00606024544686079,0.011234932579100132,0.041918106377124786,0.01696295663714409
2373_0118_A_1407	0.08580604940652847,0.022816896438598633,0.017171988263726234,1.6881511211395264,0.06056426465511322,0.20204941928386688
2373_0118_A_1409	0.10466822981834412,0.011505164206027985,0.0568980872631073,2.233769416809082,0.07776607573032379,0.4165653586387634
2373_0119_A_1412	0.025720585137605667,0.09710504114627838,0.005174778867512941,0.006452672649174929,0.005723999347537756,0.02907019481062889
2373_0119_A_1415	0.017218153923749924,0.026206642389297485,0.00656328909099102,0.004781151190400124,0.012570353224873543,0.017185028642416
2373_0119_A_1416	0.0182634424418211,0.03180943429470062,0.00555258896201849,0.004644252825528383,0.011234521865844727,0.017972659319639206
2373_0119_A_1419	0.010269599966704845,0.038829438388347626,0.012502733618021011,0.042940013110637665,0.05610410124063492,0.14841735363006592
2373_0119_A_1421	0.026885831728577614,0.4973565340042114,0.005035894922912121,0.013770030811429024,0.006197949405759573,0.03564385697245598
2373_0119_A_1417	0.016065899282693863,0.02897869236767292,0.0071141282096505165,0.005050815641880035,0.012986646965146065,0.017463702708482742
2373_0119_A_1422	0.1916750967502594,0.28516149520874023,0.013526835478842258,0.012885181233286858,0.029816463589668274,0.13234612345695496
2373_0119_A_1427	0.06590139865875244,0.014261165633797646,0.0055558402091264725,0.028093934059143066,0.017017047852277756,0.13770078122615814
2373_0119_A_1429	0.06964239478111267,0.07781456410884857,0.014384470880031586,0.013290533795952797,0.06862074881792068,0.060402728617191315
2373_0119_A_1431	0.10225383937358856,0.012575510889291763,0.02474709413945675,0.2004859745502472,0.420956015586853,0.12946641445159912
2373_0119_A_1432	0.053162310272455215,0.005792193580418825,0.016472946852445602,0.027004148811101913,0.40896183252334595,0.2278309017419815
2373_0119_A_1437	1.5197944641113281,0.5809577703475952,0.008813496679067612,0.02125016413629055,0.013029076159000397,0.037844061851501465
2373_0119_A_1434	0.25558194518089294,0.07020916789770126,0.0041570039466023445,0.014209551736712456,0.06118497624993324,0.05664127320051193
2373_0119_A_1440	0.20172002911567688,0.10215209424495697,0.008286031894385815,0.3883150815963745,0.014115474186837673,0.4410710334777832
2373_0119_A_1441	0.05801102891564369,0.017209447920322418,0.00843115709722042,0.1174716129899025,0.09755773097276688,0.18067379295825958
2373_0118_A_1400	0.006964488886296749,0.005586923565715551,0.0071725379675626755,0.017957128584384918,0.08547457307577133,0.1736280918121338
2373_0118_A_1401	0.00883683655411005,0.0059408266097307205,0.016194595023989677,0.04521847888827324,0.034799009561538696,0.24965611100196838
2373_0118_A_1405	0.058853745460510254,0.013415731489658356,0.02990640141069889,1.7250806093215942,0.09169530868530273,0.4515419602394104
2373_0119_A_1411	0.029379859566688538,0.07206340879201889,0.005301106721162796,0.005809417460113764,0.006828004494309425,0.03313228487968445
2373_0118_A_1410	0.11705061793327332,0.030692612752318382,0.015359064564108849,0.005441821180284023,0.0508698970079422,2.126129627227783
2373_0118_A_1408	0.023250441998243332,0.08888353407382965,0.003265567123889923,0.07705376297235489,0.04246019944548607,0.04836279898881912
2373_0119_A_1413	0.01821843534708023,0.038227628916502,0.0066886902786791325,0.006303579546511173,0.016338469460606575,0.018077392131090164
2373_0119_A_1414	0.014881502836942673,0.033795639872550964,0.007175759878009558,0.0056428611278533936,0.013670144602656364,0.013806391507387161
2373_0119_A_1418	0.02903367578983307,0.2993178069591522,0.01236385852098465,0.07700485736131668,0.017258290201425552,0.04871606081724167
2373_0119_A_1420	0.008866787888109684,0.03292693942785263,0.011396471410989761,0.04439716786146164,0.05894523859024048,0.13323518633842468
2373_0119_A_1425	0.061423517763614655,0.06723672896623611,0.00876418873667717,0.014677993953227997,0.010878248140215874,0.07314126938581467
2373_0119_A_1426	0.034433845430612564,0.04561510309576988,0.010065070353448391,0.007786680478602648,0.007294857874512672,0.059469640254974365
2373_0119_A_1428	0.10884742438793182,0.06672831624746323,0.004344813525676727,0.03987404331564903,0.009537898004055023,0.05059321969747543
2373_0119_A_1430	0.049722444266080856,0.17820791900157928,0.006099232938140631,0.023479748517274857,0.051241613924503326,0.01248893141746521
2373_0119_A_1435	0.29124072194099426,0.040441885590553284,0.012596912682056427,0.21221128106117249,0.050731826573610306,0.13805632293224335
2373_0119_A_1433	0.00909428484737873,0.05121786892414093,0.017164988443255424,0.03236529976129532,0.04392200708389282,0.03043392486870289
2373_0119_A_1439	0.03270599991083145,0.15112733840942383,0.011215277016162872,0.01147056370973587,0.009705845266580582,0.02584594488143921
2373_0119_A_1438	0.10526634752750397,0.5152393579483032,0.021268010139465332,0.011840742081403732,0.009000265039503574,0.05125033110380173
2373_0119_A_1445	0.026087287813425064,0.0683378279209137,0.015426954254508018,0.020582929253578186,0.020411958917975426,0.05324028432369232
2373_0119_A_1444	0.08538340032100677,0.20919169485569,0.02835622988641262,0.018481995910406113,0.011891758069396019,0.1470298320055008
2373_0119_A_1447	0.02185749262571335,0.06342943012714386,0.01257294975221157,0.0447995699942112,0.016965264454483986,0.132053405046463
2373_0119_A_1452	0.06844518333673477,0.019419271498918533,0.005095984786748886,0.06703890860080719,0.03018801286816597,0.23542466759681702
2373_0119_A_1459	0.01596267707645893,0.03063909150660038,0.0029743944760411978,0.02076248824596405,0.0068312049843370914,0.1230049580335617
2373_0119_A_1454	0.06676642596721649,0.044984325766563416,0.044029779732227325,0.23247283697128296,0.04125882685184479,0.694714367389679
2373_0119_A_1455	0.20452278852462769,0.7877267599105835,0.025596383959054947,0.08782186359167099,0.03063439205288887,0.05980784073472023
2373_0119_A_1460	0.013789214193820953,0.0223237331956625,0.008390471339225769,0.07000213116407394,0.034688353538513184,0.7191598415374756
2373_0120_A_1466	0.048774853348731995,0.011773530393838882,0.018372757360339165,0.01996491476893425,0.274047315120697,2.51839017868042
2373_0119_A_1462	0.005401325412094593,0.010301502421498299,0.010456586256623268,0.11777839064598083,0.03168217092752457,0.16237333416938782
2373_0119_A_1463	0.02377384342253208,0.02530309557914734,0.006159510463476181,0.03873225674033165,0.01860024407505989,0.9355040788650513
2373_0119_A_1458	0.017139282077550888,0.8924363851547241,0.0046325866132974625,0.02142132632434368,0.033537667244672775,0.04424664378166199
2373_0121_A_1468	0.010938132181763649,0.0033686889801174402,0.004900624509900808,0.02029472403228283,0.041086919605731964,0.06515801697969437
2373_0122_A_1481	0.007182074245065451,0.0050994353368878365,0.015354320406913757,0.05087516829371452,0.09694251418113708,0.06059397757053375
2373_0122_A_1474	0.00531880185008049,0.023050613701343536,0.011764038354158401,0.01492457278072834,0.15548193454742432,0.01890811137855053
2373_0122_A_1475	0.03639467805624008,0.11668989062309265,0.02325413003563881,0.011439015157520771,0.02137432061135769,0.053829342126846313
2373_0122_A_1479	0.010807984508574009,0.04250718653202057,1.1803991794586182,0.011799786239862442,0.17367663979530334,0.2890565097332001
2373_0123_A_1486	0.019185105338692665,0.005417549051344395,0.009221343323588371,0.004536637105047703,0.013711625710129738,0.07032197713851929
2373_0122_A_1484	0.010082912631332874,0.06924670934677124,0.04086101055145264,0.1108514741063118,0.02436508983373642,0.06331804394721985
2373_0123_A_1489	0.014019301161170006,0.005169534124433994,0.0068404581397771835,0.0040757558308541775,0.018536318093538284,0.06329011172056198
2373_0123_A_1485	0.015385253354907036,0.008255284279584885,0.008465848863124847,0.005168710369616747,0.018563974648714066,0.06159580498933792
2373_0123_A_1487	0.015463273972272873,0.0057199252769351006,0.006537723820656538,0.0034449126105755568,0.013185149990022182,0.05490465089678764
2373_0119_A_1443	0.14755013585090637,0.35829293727874756,0.045845746994018555,0.021199535578489304,0.01940087042748928,0.34957388043403625
2373_0119_A_1446	0.23460394144058228,0.047127336263656616,0.014508353546261787,0.008860567584633827,0.024459049105644226,0.024605629965662956
2373_0119_A_1448	0.015004875138401985,0.010708687826991081,0.009948277845978737,0.05723199248313904,0.061014700680971146,0.03941426798701286
2373_0119_A_1449	0.014949333854019642,0.019451968371868134,0.00820146407932043,0.05932524427771568,0.029587991535663605,0.2798061668872833
2373_0119_A_1450	0.18369682133197784,0.8289327621459961,0.13145452737808228,0.024462565779685974,0.029453013092279434,0.08946426957845688
2373_0119_A_1451	0.016856616362929344,0.050728920847177505,0.1579773724079132,0.03435326740145683,0.04861322045326233,0.2458036243915558
2373_0119_A_1461	1.9767518043518066,0.15074200928211212,0.009395262226462364,0.02242395095527172,0.03676215931773186,0.20738911628723145
2373_0119_A_1456	0.29003897309303284,0.3071301579475403,0.015817765146493912,0.11530202627182007,0.12325738370418549,0.14426696300506592
2373_0119_A_1457	0.27834129333496094,0.48243221640586853,0.012886160984635353,0.03688032925128937,0.03245280310511589,0.34892696142196655
2373_0120_A_1464	0.08906026929616928,0.013658191077411175,0.011694278568029404,0.00818782951682806,0.05008460581302643,2.5167691707611084
2373_0122_A_1471	0.009608299471437931,0.00623198039829731,0.0042731380090117455,0.009344932623207569,0.00878431648015976,0.03820749744772911
2373_0122_A_1477	0.07667690515518188,1.289649248123169,0.015201522037386894,0.015859536826610565,0.01778070442378521,0.011469816789031029
2373_0122_A_1472	0.00660663191229105,0.0054281107150018215,0.004286978393793106,0.00916663184762001,0.013157081790268421,0.02548551931977272
2373_0122_A_1478	0.111818328499794,0.9886058568954468,0.019452013075351715,0.011741509661078453,0.011520465835928917,0.019356951117515564
2373_0122_A_1482	0.02454538084566593,0.017914248630404472,0.015527209267020226,0.38385486602783203,0.07421328127384186,0.10158021748065948
2373_0122_A_1483	0.021295838057994843,0.01960233598947525,0.01419650949537754,0.2385670244693756,0.05229571461677551,0.05247227102518082
2373_0123_A_1488	0.014224354177713394,0.007706733886152506,0.0072310748510062695,0.004180122632533312,0.01764967292547226,0.061085425317287445
2373_0123_A_1494	0.026266317814588547,0.0390620231628418,0.021462704986333847,0.02226409688591957,0.034596625715494156,0.0920635461807251
2373_0123_A_1495	0.008298322558403015,0.023854264989495277,0.0053405133076012135,0.010865629650652409,0.031476523727178574,0.09868296980857849
2373_0123_A_1490	0.027870001271367073,0.010366612114012241,0.011396000161767006,0.0029502129182219505,0.020519599318504333,0.11175395548343658
2373_0123_A_1491	0.030680563300848007,0.038053352385759354,0.01064278557896614,0.07170611619949341,0.10831896960735321,0.05763690173625946
2373_0123_A_1492	0.018996674567461014,0.05506407469511032,0.012782500125467777,0.01696052774786949,0.02410126104950905,0.03290427848696709
2373_0123_A_1499	0.010579469613730907,0.004090780392289162,0.0560976080596447,0.05833885073661804,0.08533920347690582,0.1452055424451828
2373_0123_A_1498	0.020272772759199142,0.015101482160389423,0.006963561289012432,0.06303132325410843,0.032293565571308136,0.11623018980026245
2373_0123_A_1503	0.005552289541810751,0.009657813236117363,0.01363155897706747,0.875106930732727,0.03885199502110481,0.06158848851919174
2373_0123_A_1501	0.016556914895772934,0.023266751319169998,0.0955791100859642,0.4621150493621826,0.057573672384023666,0.5308730006217957
2373_0123_A_1510	1.8576042652130127,0.0906190425157547,0.01706223376095295,0.03182138130068779,0.08274930715560913,1.052817463874817
2373_0123_A_1506	0.12419508397579193,0.048652395606040955,0.0031875157728791237,0.03503203019499779,0.021358704194426537,0.3518895208835602
2373_0123_A_1507	0.0571705587208271,0.07610024511814117,0.01852070540189743,0.04016133025288582,0.014669444411993027,0.09439481794834137
2373_0123_A_1508	0.009863005951046944,0.026367146521806717,0.005939969792962074,0.2208835780620575,0.014267150312662125,0.0617053359746933
2373_0123_A_1509	0.012762626633048058,0.011083049699664116,0.00481079239398241,0.3513975739479065,0.04609359800815582,0.11444471776485443
2373_0123_A_1515	0.010988619178533554,0.011392678134143353,0.03601979464292526,0.028800571337342262,0.03922773152589798,0.45794999599456787
2373_0123_A_1513	0.012373167090117931,0.012992383912205696,0.02223806269466877,0.06628644466400146,0.07672358304262161,0.08143456280231476
2373_0123_A_1517	0.00786572601646185,0.05090071260929108,0.020794741809368134,0.04001539200544357,0.05986376851797104,0.19132357835769653
2373_0123_A_1518	0.0172820333391428,0.03206847608089447,0.1562933623790741,0.34007757902145386,0.04778328537940979,0.10548514127731323
2373_0123_A_1521	0.01398827601224184,0.020996328443288803,0.6043245196342468,0.10789161920547485,0.09453526139259338,0.09391926229000092
2373_0123_A_1519	0.019277529790997505,0.046977028250694275,0.021216044202446938,0.08535809069871902,0.13585220277309418,0.16237378120422363
2373_0123_A_1520	0.01943722926080227,0.0784788653254509,0.11358754336833954,1.3087623119354248,0.04715891182422638,0.15237945318222046
2373_0123_A_1522	0.008460042998194695,0.00877583771944046,0.4445013105869293,0.025221575051546097,0.11162926256656647,0.06286401301622391
2373_0123_A_1528	0.07610547542572021,0.01178872212767601,0.06899714469909668,0.7562578916549683,0.09754809737205505,0.8593667149543762
2373_0123_A_1523	0.018431538715958595,0.05607921630144119,0.011029435321688652,0.026188936084508896,0.03128927946090698,0.03065420687198639
2373_0123_A_1529	0.01074414886534214,0.006967458408325911,0.061717282980680466,0.11742781102657318,0.12526454031467438,0.13234075903892517
2373_0123_A_1532	0.007199607789516449,0.022663012146949768,0.329452246427536,0.31519076228141785,0.03915349394083023,0.07577912509441376
2373_0123_A_1531	0.005432856734842062,0.022533664479851723,0.2849065959453583,0.21006539463996887,0.03727542608976364,0.06927930563688278
2373_0123_A_1493	0.031869590282440186,0.16487470269203186,0.027990873903036118,0.06789512932300568,0.059112392365932465,0.3969663977622986
2373_0123_A_1496	0.03699326142668724,0.12008132040500641,0.004872787278145552,0.11129830777645111,0.15281951427459717,0.10111483186483383
2373_0123_A_1497	0.07178650051355362,0.06625218689441681,0.0022092717699706554,0.028784634545445442,0.00973060354590416,0.050421930849552155
2373_0123_A_1500	0.007311839610338211,0.002922188490629196,0.03598108887672424,0.028506062924861908,0.05989552661776543,0.12724743783473969
2373_0123_A_1504	0.041589729487895966,0.031941045075654984,0.07775520533323288,0.10802891850471497,0.05151752382516861,0.26891517639160156
2373_0123_A_1502	0.0037801754660904408,0.007580343168228865,0.011629972606897354,0.5619097948074341,0.037628114223480225,0.0741887018084526
2373_0123_A_1505	0.03140503540635109,0.10307320207357407,0.014321506954729557,0.019767358899116516,0.025271687656641006,0.12489481270313263
2373_0123_A_1511	0.9927375912666321,0.05262269079685211,0.011649206280708313,0.5623474717140198,0.05954626202583313,1.1638315916061401
2373_0123_A_1514	0.007707943208515644,0.009503230452537537,0.15687167644500732,0.1330459862947464,0.057964108884334564,0.03837999328970909
2373_0123_A_1512	0.061794593930244446,0.04870418459177017,0.0066030435264110565,0.02168123796582222,0.05790110304951668,0.12277741730213165
2373_0123_A_1516	0.005667512305080891,0.007982373237609863,0.14755982160568237,0.20359408855438232,0.14140203595161438,0.09321330487728119
2373_0123_A_1524	0.03158842399716377,0.02799070253968239,0.01746264472603798,0.14781612157821655,0.07069277763366699,0.08707159012556076
2373_0123_A_1525	0.03253716602921486,0.030794557183980942,0.008196033537387848,0.12592391669750214,0.06353380531072617,0.1939944326877594
2373_0123_A_1527	0.24070371687412262,0.011563311330974102,0.03151975944638252,0.10476459562778473,0.19853582978248596,0.9892764091491699
2373_0123_A_1526	0.0028565465472638607,0.012903118506073952,0.023773010820150375,0.2735668420791626,0.02669130265712738,0.21415352821350098
2373_0123_A_1533	0.014036491513252258,0.0182342529296875,0.028451763093471527,0.05788344889879227,0.34408944845199585,0.041688449680805206
2373_0123_A_1530	0.01746954210102558,0.009290502406656742,0.04028940945863724,0.07611270248889923,0.16286492347717285,0.41037696599960327
2373_0123_A_1535	0.021556561812758446,0.010820017196238041,0.22616541385650635,0.3417421281337738,0.34299129247665405,0.6653451323509216
2373_0124_A_1537	0.05933398753404617,0.007557472214102745,0.004376237280666828,0.02070850320160389,0.025515999644994736,0.06720183789730072
2373_0124_A_1538	0.042640332132577896,0.015313686802983284,0.0023495752830058336,0.03697850927710533,0.02483719401061535,0.037390757352113724
2373_0124_A_1539	0.060344845056533813,0.03901972249150276,0.003774327225983143,0.10811734199523926,0.05259924754500389,0.2616831064224243
2373_0123_A_1536	0.003923602402210236,0.008387304842472076,0.025197569280862808,0.07516038417816162,0.1394444853067398,0.2509130835533142
